GOES-16,2/16/2020,2020047,19:30:20,Sharkfin,14,"-50,90","49,752,220",FD,http://data.ssec.wisc.edu/abi/imagery/GOES-16/20200216/fd/16panel/medium/16panel_2020047_193020_EAST?_FD_M6_B12345678910111213141516_0016PANELS.GIF,/arcdata/goes/grb/goes16/2020/2020_02_16_047/abi/L1b/RadF/OR_ABI-L1b-RadF-M6C??_G16_s2020047193020*.nc,
GOES-16,2/17/2020,2020048,16:50:20,Sharkfin,7,"-47,90","48,852,184",FD,http://data.ssec.wisc.edu/abi/imagery/GOES-16/20200217/fd/16panel/medium/16panel_2020048_165020_EAST?_FD_M6_B12345678910111213141516_0016PANELS.GIF,/arcdata/goes/grb/goes16/2020/2020_02_17_048/abi/L1b/RadF/OR_ABI-L1b-RadF-M6C??_G16_s2020048165020*.nc,
GOES-16,2/17/2020,2020048,16:50:20,Sharkfin,10,"-47,90","48,852,184",FD,http://data.ssec.wisc.edu/abi/imagery/GOES-16/20200217/fd/16panel/medium/16panel_2020048_165020_EAST?_FD_M6_B12345678910111213141516_0016PANELS.GIF,/arcdata/goes/grb/goes16/2020/2020_02_17_048/abi/L1b/RadF/OR_ABI-L1b-RadF-M6C??_G16_s2020048165020*.nc,
GOES-16,2/17/2020,2020048,16:50:20,Sharkfin,15,"-47,90","48,852,184",FD,http://data.ssec.wisc.edu/abi/imagery/GOES-16/20200217/fd/16panel/medium/16panel_2020048_165020_EAST?_FD_M6_B12345678910111213141516_0016PANELS.GIF,/arcdata/goes/grb/goes16/2020/2020_02_17_048/abi/L1b/RadF/OR_ABI-L1b-RadF-M6C??_G16_s2020048165020*.nc,
GOES-16,2/17/2020,2020048,16:50:20,Sharkfin,16,"-47,90","48,852,184",FD,http://data.ssec.wisc.edu/abi/imagery/GOES-16/20200217/fd/16panel/medium/16panel_2020048_165020_EAST?_FD_M6_B12345678910111213141516_0016PANELS.GIF,/arcdata/goes/grb/goes16/2020/2020_02_17_048/abi/L1b/RadF/OR_ABI-L1b-RadF-M6C??_G16_s2020048165020*.nc,
GOES-16,4/14/2020,2020105,20:40:16,Sharkfin?,13,"-58,80","51,792,580",FD,http://data.ssec.wisc.edu/abi/imagery/GOES-16/20200414/fd/16panel/medium/16panel_2020105_204016_EAST?_FD_M6_B12345678910111213141516_0016PANELS.GIF,/arcdata/goes/grb/goes16/2020/2020_04_14_105/abi/L1b/RadF/OR_ABI-L1b-RadF-M6C??_G16_s2020105204016*.nc,
GOES-16,4/14/2020,2020105,20:40:16,Sharkfin?,14,"-58,80","51,792,580",FD,http://data.ssec.wisc.edu/abi/imagery/GOES-16/20200414/fd/16panel/medium/16panel_2020105_204016_EAST?_FD_M6_B12345678910111213141516_0016PANELS.GIF,/arcdata/goes/grb/goes16/2020/2020_04_14_105/abi/L1b/RadF/OR_ABI-L1b-RadF-M6C??_G16_s2020105204016*.nc,
GOES-16,5/2/2020,2020123,18:30:14,Sharkfin,14,"32,105","11,171,428",FD,http://data.ssec.wisc.edu/abi/imagery/GOES-16/20200502/fd/16panel/medium/16panel_2020123_183014_EAST?_FD_M6_B12345678910111213141516_0016PANELS.GIF,/arcdata/goes/grb/goes16/2020/2020_05_02_123/abi/L1b/RadF/OR_ABI-L1b-RadF-M6C??_G16_s2020123183014*.nc,
GOES-16,5/2/2020,2020123,22:10:14,Sharkfin,7,"-60,80","52,152,586",FD,http://data.ssec.wisc.edu/abi/imagery/GOES-16/20200502/fd/16panel/medium/16panel_2020123_221014_EAST?_FD_M6_B12345678910111213141516_0016PANELS.GIF,/arcdata/goes/grb/goes16/2020/2020_05_02_123/abi/L1b/RadF/OR_ABI-L1b-RadF-M6C??_G16_s2020123221014*.nc,
GOES-16,5/7/2020,2020128,6:10:14,Sharkfin,11,"28,95","12,731,782",FD,http://data.ssec.wisc.edu/abi/imagery/GOES-16/20200507/fd/16panel/medium/16panel_2020128_061014_EAST?_FD_M6_B12345678910111213141516_0016PANELS.GIF,/arcdata/goes/grb/goes16/2020/2020_05_07_128/abi/L1b/RadF/OR_ABI-L1b-RadF-M6C??_G16_s2020128061014*.nc,
GOES-16,5/7/2020,2020128,21:30:14,Sharkfin,11,"7,95","23,291,644",FD,http://data.ssec.wisc.edu/abi/imagery/GOES-16/20200507/fd/16panel/medium/16panel_2020128_213014_EAST?_FD_M6_B12345678910111213141516_0016PANELS.GIF,/arcdata/goes/grb/goes16/2020/2020_05_07_128/abi/L1b/RadF/OR_ABI-L1b-RadF-M6C??_G16_s2020128213014*.nc,
GOES-16,5/7/2020,2020128,21:30:14,Sharkfin,12,"7,95","23,291,644",FD,http://data.ssec.wisc.edu/abi/imagery/GOES-16/20200507/fd/16panel/medium/16panel_2020128_213014_EAST?_FD_M6_B12345678910111213141516_0016PANELS.GIF,/arcdata/goes/grb/goes16/2020/2020_05_07_128/abi/L1b/RadF/OR_ABI-L1b-RadF-M6C??_G16_s2020128213014*.nc,
GOES-16,5/12/2020,2020133,13:40:14,Sharkfin,8,"-58,83","51,732,496",FD,http://data.ssec.wisc.edu/abi/imagery/GOES-16/20200512/fd/16panel/medium/16panel_2020133_134014_EAST?_FD_M6_B12345678910111213141516_0016PANELS.GIF,/arcdata/goes/grb/goes16/2020/2020_05_12_133/abi/L1b/RadF/OR_ABI-L1b-RadF-M6C??_G16_s2020133134014*.nc,
GOES-16,5/28/2020,2020149,10:00:16,Sharkfin?,11,"43,90","6,672,142",FD,http://data.ssec.wisc.edu/abi/imagery/GOES-16/20200528/fd/16panel/medium/16panel_2020149_100016_EAST?_FD_M6_B12345678910111213141516_0016PANELS.GIF,/arcdata/goes/grb/goes16/2020/2020_05_28_149/abi/L1b/RadF/OR_ABI-L1b-RadF-M6C??_G16_s2020149100016*.nc,
GOES-16,6/24/2020,2020176,17:50:20,Sharkfin,12,"-48,80","49,212,538",FD,http://data.ssec.wisc.edu/abi/imagery/GOES-16/20200624/fd/16panel/medium/16panel_2020176_175020_EAST?_FD_M6_B12345678910111213141516_0016PANELS.GIF,/arcdata/goes/grb/goes16/2020/2020_06_24_176/abi/L1b/RadF/OR_ABI-L1b-RadF-M6C??_G16_s2020176175020*.nc,
GOES-16,7/4/2020,2020186,23:50:21,Sharkfin,13,"-58,90","51,672,316",FD,http://data.ssec.wisc.edu/abi/imagery/GOES-16/20200704/fd/16panel/medium/16panel_2020186_235021_EAST?_FD_M6_B12345678910111213141516_0016PANELS.GIF,/arcdata/goes/grb/goes16/2020/2020_07_04_186/abi/L1b/RadF/OR_ABI-L1b-RadF-M6C??_G16_s2020186235021*.nc,
GOES-16,9/11/2020,2020255,15:20:19,Sharkfin,13,"23,105","15,191,302",FD,http://data.ssec.wisc.edu/abi/imagery/GOES-16/20200911/fd/16panel/medium/16panel_2020255_152019_EAST?_FD_M6_B12345678910111213141516_0016PANELS.GIF,/arcdata/goes/grb/goes16/2020/2020_09_11_255/abi/L1b/RadF/OR_ABI-L1b-RadF-M6C??_G16_s2020255152019*.nc,
GOES-16,9/11/2020,2020255,18:50:19,Sharkfin?,7,"-29,118","4,153,936",FD,http://data.ssec.wisc.edu/abi/imagery/GOES-16/20200911/fd/16panel/medium/16panel_2020255_185019_EAST?_FD_M6_B12345678910111213141516_0016PANELS.GIF,/arcdata/goes/grb/goes16/2020/2020_09_11_255/abi/L1b/RadF/OR_ABI-L1b-RadF-M6C??_G16_s2020255185019*.nc,
GOES-16,9/12/2020,2020256,22:20:18,Sharkfin,7,"-42,90","47,232,130",FD,http://data.ssec.wisc.edu/abi/imagery/GOES-16/20200912/fd/16panel/medium/16panel_2020256_222018_EAST?_FD_M6_B12345678910111213141516_0016PANELS.GIF,/arcdata/goes/grb/goes16/2020/2020_09_12_256/abi/L1b/RadF/OR_ABI-L1b-RadF-M6C??_G16_s2020256222018*.nc,
GOES-16,9/13/2020,2020257,8:20:18,Sharkfin,10,"48,95","5,172,034",FD,http://data.ssec.wisc.edu/abi/imagery/GOES-16/20200913/fd/16panel/medium/16panel_2020257_082018_EAST?_FD_M6_B12345678910111213141516_0016PANELS.GIF,/arcdata/goes/grb/goes16/2020/2020_09_13_257/abi/L1b/RadF/OR_ABI-L1b-RadF-M6C??_G16_s2020257082018*.nc,
GOES-16,9/13/2020,2020257,17:30:18,Sharkfin,13,"-33,105","43,511,446",FD,http://data.ssec.wisc.edu/abi/imagery/GOES-16/20200913/fd/16panel/medium/16panel_2020257_173018_EAST?_FD_M6_B12345678910111213141516_0016PANELS.GIF,/arcdata/goes/grb/goes16/2020/2020_09_13_257/abi/L1b/RadF/OR_ABI-L1b-RadF-M6C??_G16_s2020257173018*.nc,
GOES-16,9/15/2020,2020259,13:20:17,Sharkfin,8,"-58,75","51,762,712",FD,http://data.ssec.wisc.edu/abi/imagery/GOES-16/20200915/fd/16panel/medium/16panel_2020259_132017_EAST?_FD_M6_B12345678910111213141516_0016PANELS.GIF,/arcdata/goes/grb/goes16/2020/2020_09_15_259/abi/L1b/RadF/OR_ABI-L1b-RadF-M6C??_G16_s2020259132017*.nc,
GOES-16,9/15/2020,2020259,13:20:17,Sharkfin,9,"-58,88","51,712,365",FD,http://data.ssec.wisc.edu/abi/imagery/GOES-16/20200915/fd/16panel/medium/16panel_2020259_132017_EAST?_FD_M6_B12345678910111213141516_0016PANELS.GIF,/arcdata/goes/grb/goes16/2020/2020_09_15_259/abi/L1b/RadF/OR_ABI-L1b-RadF-M6C??_G16_s2020259132017*.nc,
GOES-16,9/20/2020,2020264,12:50:18,Sharkfin,9,"48,95","5,152,033",FD,http://data.ssec.wisc.edu/abi/imagery/GOES-16/20200920/fd/16panel/medium/16panel_2020264_125018_EAST?_FD_M6_B12345678910111213141516_0016PANELS.GIF,/arcdata/goes/grb/goes16/2020/2020_09_20_264/abi/L1b/RadF/OR_ABI-L1b-RadF-M6C??_G16_s2020264125018*.nc,
GOES-16,9/23/2020,2020267,8:20:16,Sharkfin,12,"-32,88","43,342,125",FD,http://data.ssec.wisc.edu/abi/imagery/GOES-16/20200923/fd/16panel/medium/16panel_2020267_082016_EAST?_FD_M6_B12345678910111213141516_0016PANELS.GIF,/arcdata/goes/grb/goes16/2020/2020_09_23_267/abi/L1b/RadF/OR_ABI-L1b-RadF-M6C??_G16_s2020267082016*.nc,
GOES-16,9/23/2020,2020267,11:30:16,Sharkfin,15,"16,105","18,661,231",FD,http://data.ssec.wisc.edu/abi/imagery/GOES-16/20200923/fd/16panel/medium/16panel_2020267_113016_EAST?_FD_M6_B12345678910111213141516_0016PANELS.GIF,/arcdata/goes/grb/goes16/2020/2020_09_23_267/abi/L1b/RadF/OR_ABI-L1b-RadF-M6C??_G16_s2020267113016*.nc,
GOES-16,9/24/2020,2020268,21:30:20,Sharkfin,15,"-32,95","43,261,824",FD,http://data.ssec.wisc.edu/abi/imagery/GOES-16/20200924/fd/16panel/medium/16panel_2020268_213020_EAST?_FD_M6_B12345678910111213141516_0016PANELS.GIF,/arcdata/goes/grb/goes16/2020/2020_09_24_268/abi/L1b/RadF/OR_ABI-L1b-RadF-M6C??_G16_s2020268213020*.nc,
GOES-16,9/25/2020,2020269,13:00:20,Sharkfin,15,"-28,92","41,541,915",FD,http://data.ssec.wisc.edu/abi/imagery/GOES-16/20200925/fd/16panel/medium/16panel_2020269_130020_EAST?_FD_M6_B12345678910111213141516_0016PANELS.GIF,/arcdata/goes/grb/goes16/2020/2020_09_25_269/abi/L1b/RadF/OR_ABI-L1b-RadF-M6C??_G16_s2020269130020*.nc,
